,cdate,acode,aname,scode,sname,fdust,ozone,nd,cm,sagas,airquality
3822,20180801,100,도심권,111123,종로구,28,0.052000000000000005,0.025,0.4,0.003,good
3823,20180801,100,도심권,111121,중구,33,0.057,0.023,0.4,0.003,good
3824,20180802,100,도심권,111123,종로구,32,0.051,0.03,0.5,0.004,normal
3825,20180802,104,동남권,111274,강동구,33,0.037000000000000005,0.022,0.4,0.003,good
3826,20180802,104,동남권,111273,송파구,33,0.047,0.018000000000000002,0.6,0.004,good
3827,20180802,104,동남권,111262,서초구,33,0.06,0.024,0.4,0.004,normal
3828,20180802,104,동남권,111261,강남구,30,0.042,0.027000000000000003,0.4,0.005,good
3829,20180802,103,서남권,111301,양천구,35,0.045,0.024,0.4,0.004,normal
3830,20180802,103,서남권,111281,금천구,34,0.051,0.026,0.4,0.004,normal
3831,20180802,103,서남권,111251,관악구,35,0.056,0.022,0.4,0.004,good
3832,20180802,103,서남권,111241,동작구,35,0.059,0.021,0.4,0.004,good
3833,20180802,103,서남권,111231,영등포구,44,0.067,0.023,0.5,0.006,bad
3834,20180802,103,서남권,111221,구로구,33,0.066,0.019,0.3,0.004,normal
3835,20180802,103,서남권,111212,강서구,31,0.052000000000000005,0.024,0.4,0.005,normal
3836,20180802,102,동북권,111311,노원구,35,0.048,0.015,0.4,0.005,normal
3837,20180802,102,동북권,111291,강북구,39,0.05,0.016,0.4,0.003,bad
3838,20180802,102,동북권,111171,도봉구,39,0.053,0.016,0.6,0.004,normal
3839,20180802,102,동북권,111161,성북구,41,0.044,0.023,0.5,0.003,normal
3840,20180802,102,동북권,111152,동대문구,27,0.045,0.021,0.6,0.006,normal
3841,20180802,102,동북권,111151,중랑구,29,0.045,0.022,0.4,0.005,normal
3842,20180802,102,동북권,111142,성동구,34,0.04,0.021,0.3,0.005,normal
3843,20180802,102,동북권,111141,광진구,33,0.045,0.019,0.5,0.005,normal
3844,20180802,100,도심권,111121,중구,32,0.057,0.027000000000000003,0.5,0.004,normal
3845,20180802,101,서북권,111191,서대문구,34,0.05,0.019,0.7,0.004,normal
3846,20180802,101,서북권,111181,은평구,39,0.059,0.019,0.4,0.005,bad
3847,20180802,100,도심권,111131,용산구,30,0.055,0.023,0.4,0.004,normal
3848,20180803,100,도심권,111121,중구,49,0.064,0.03,0.5,0.004,bad
3849,20180803,104,동남권,111274,강동구,45,0.048,0.027000000000000003,0.5,0.003,bad
3850,20180803,104,동남권,111273,송파구,42,0.06,0.022,0.7,0.004,bad
3851,20180803,104,동남권,111262,서초구,43,0.063,0.024,0.4,0.005,bad
3852,20180803,104,동남권,111261,강남구,42,0.046,0.03,0.5,0.005,bad
3853,20180803,103,서남권,111301,양천구,53,0.05,0.022,0.4,0.004,bad
3854,20180803,103,서남권,111281,금천구,43,0.053,0.026,0.4,0.004,bad
3855,20180803,103,서남권,111251,관악구,44,0.059,0.022,0.4,0.004,bad
3856,20180803,103,서남권,111241,동작구,49,0.06,0.021,0.5,0.004,bad
3857,20180803,103,서남권,111231,영등포구,58,0.061,0.024,0.6,0.005,worse
3858,20180803,103,서남권,111221,구로구,44,0.07,0.021,0.3,0.003,bad
3859,20180803,103,서남권,111212,강서구,42,0.059,0.021,0.4,0.005,bad
3860,20180803,102,동북권,111311,노원구,47,0.057,0.017,0.4,0.006,bad
3861,20180803,102,동북권,111291,강북구,52,0.064,0.013,0.4,0.003,bad
3862,20180803,102,동북권,111171,도봉구,49,0.067,0.014,0.7,0.004,bad
3863,20180803,102,동북권,111161,성북구,50,0.054000000000000006,0.022,0.6,0.004,bad
3864,20180803,102,동북권,111152,동대문구,41,0.068,0.027000000000000003,0.5,0.006,bad
3865,20180803,102,동북권,111151,중랑구,42,0.06,0.021,0.5,0.006,bad
3866,20180803,102,동북권,111142,성동구,47,0.042,0.024,0.3,0.005,bad
3867,20180803,102,동북권,111141,광진구,46,0.056,0.02,0.6,0.006,bad
3868,20180803,101,서북권,111191,서대문구,44,0.059,0.018000000000000002,0.7,0.004,bad
3869,20180803,101,서북권,111181,은평구,47,0.068,0.019,0.5,0.005,worse
3870,20180803,100,도심권,111131,용산구,43,0.057,0.029,0.5,0.004,worse
3871,20180803,100,도심권,111123,종로구,42,0.064,0.028,0.5,0.005,bad
3872,20180804,100,도심권,111121,중구,27,0.041,0.015,0.3,0.004,good
3873,20180804,104,동남권,111274,강동구,30,0.029,0.023,0.3,0.003,good
3874,20180804,104,동남권,111273,송파구,28,0.036000000000000004,0.015,0.6,0.003,good
3875,20180804,104,동남권,111262,서초구,25,0.039,0.015,0.2,0.004,worst
3876,20180804,104,동남권,111261,강남구,22,0.031,0.017,0.3,0.005,good
3877,20180804,103,서남권,111301,양천구,26,0.033,0.014,0.3,0.004,good
3878,20180804,103,서남권,111281,금천구,29,0.032,0.018000000000000002,0.3,0.004,good
3879,20180804,103,서남권,111251,관악구,28,0.037000000000000005,0.016,0.3,0.004,good
3880,20180804,103,서남권,111241,동작구,31,0.039,0.012,0.3,0.004,good
3881,20180804,103,서남권,111231,영등포구,35,0.038,0.017,0.4,0.005,normal
3882,20180804,103,서남권,111221,구로구,26,0.043,0.014,0.2,0.004,good
3883,20180804,103,서남권,111212,강서구,23,0.036000000000000004,0.013,0.3,0.004,good
3884,20180804,102,동북권,111311,노원구,30,0.037000000000000005,0.011,0.3,0.005,good
3885,20180804,102,동북권,111291,강북구,26,0.041,0.008,0.3,0.003,good
3886,20180804,102,동북권,111171,도봉구,29,0.045,0.008,0.5,0.005,good
3887,20180804,102,동북권,111161,성북구,32,0.036000000000000004,0.012,0.4,0.003,good
3888,20180804,102,동북권,111152,동대문구,22,0.041,0.015,0.4,0.005,good
3889,20180804,102,동북권,111151,중랑구,24,0.037000000000000005,0.013,0.4,0.005,good
3890,20180804,102,동북권,111142,성동구,28,0.026,0.015,0.2,0.005,good
3891,20180804,102,동북권,111141,광진구,29,0.035,0.013,0.5,0.006,good
3892,20180804,101,서북권,111201,마포구,17,0.029,0.014,0.4,0.002,better
3893,20180804,101,서북권,111191,서대문구,25,0.033,0.013,0.5,0.004,good
3894,20180804,101,서북권,111181,은평구,30,0.041,0.011,0.4,0.005,normal
3895,20180804,100,도심권,111131,용산구,23,0.033,0.02,0.3,0.003,good
3896,20180804,100,도심권,111123,종로구,24,0.039,0.016,0.3,0.004,good
3897,20180805,102,동북권,111291,강북구,30,0.031,0.004,0.2,0.002,good
3898,20180805,104,동남권,111274,강동구,25,0.022,0.016,0.3,0.003,better
3899,20180805,104,동남권,111273,송파구,23,0.027000000000000003,0.01,0.5,0.003,better
3900,20180805,104,동남권,111262,서초구,23,0.033,0.01,0.2,0.004,good
3901,20180805,104,동남권,111261,강남구,23,0.026,0.01,0.3,0.004,better
3902,20180805,103,서남권,111301,양천구,35,0.027000000000000003,0.008,0.2,0.003,normal
3903,20180805,103,서남권,111281,금천구,30,0.025,0.012,0.3,0.003,good
3904,20180805,103,서남권,111251,관악구,28,0.034,0.011,0.2,0.003,good
3905,20180805,103,서남권,111241,동작구,38,0.031,0.008,0.2,0.003,good
3906,20180805,103,서남권,111231,영등포구,33,0.027000000000000003,0.012,0.5,0.004,good
3907,20180805,103,서남권,111221,구로구,23,0.042,0.006999999999999999,0.2,0.002,good
3908,20180805,103,서남권,111212,강서구,24,0.028,0.006999999999999999,0.2,0.002,good
3909,20180805,102,동북권,111311,노원구,29,0.027000000000000003,0.006,0.2,0.004,better
3910,20180805,102,동북권,111171,도봉구,26,0.032,0.005,0.5,0.004,good
3911,20180805,102,동북권,111161,성북구,25,0.024,0.008,0.4,0.002,good
3912,20180805,102,동북권,111152,동대문구,21,0.03,0.009000000000000001,0.3,0.005,good
3913,20180805,102,동북권,111151,중랑구,24,0.027000000000000003,0.009000000000000001,0.3,0.005,good
3914,20180805,102,동북권,111142,성동구,24,0.023,0.008,0.2,0.004,better
3915,20180805,102,동북권,111141,광진구,25,0.025,0.006999999999999999,0.4,0.005,good
3916,20180805,101,서북권,111201,마포구,24,0.028,0.005,0.3,0.002,good
3917,20180805,101,서북권,111191,서대문구,24,0.026,0.006,0.5,0.004,good
3918,20180805,101,서북권,111181,은평구,29,0.032,0.006,0.4,0.004,normal
3919,20180805,100,도심권,111131,용산구,24,0.028,0.011,0.2,0.003,good
3920,20180805,100,도심권,111123,종로구,24,0.03,0.009000000000000001,0.3,0.003,good
3921,20180805,100,도심권,111121,중구,34,0.033,0.008,0.2,0.003,normal
3922,20180806,102,동북권,111311,노원구,32,0.022,0.015,0.3,0.004,good
3923,20180806,104,동남권,111274,강동구,29,0.02,0.027000000000000003,0.4,0.003,good
3924,20180806,104,동남권,111273,송파구,27,0.023,0.018000000000000002,0.6,0.002,good
3925,20180806,104,동남권,111262,서초구,27,0.033,0.022,0.3,0.003,good
3926,20180806,104,동남권,111261,강남구,29,0.026,0.023,0.4,0.005,good
3927,20180806,103,서남권,111301,양천구,40,0.023,0.019,0.3,0.003,bad
3928,20180806,103,서남권,111281,금천구,35,0.023,0.02,0.3,0.003,normal
3929,20180806,103,서남권,111251,관악구,36,0.03,0.022,0.3,0.003,normal
3930,20180806,103,서남권,111241,동작구,46,0.029,0.018000000000000002,0.3,0.003,normal
3931,20180806,103,서남권,111231,영등포구,43,0.023,0.02,0.5,0.004,bad
3932,20180806,103,서남권,111221,구로구,29,0.039,0.017,0.2,0.002,good
3933,20180806,103,서남권,111212,강서구,29,0.027000000000000003,0.015,0.2,0.003,good
3934,20180806,102,동북권,111291,강북구,34,0.029,0.011,0.3,0.002,normal
3935,20180806,102,동북권,111171,도봉구,30,0.03,0.013,0.6,0.005,good
3936,20180806,102,동북권,111161,성북구,32,0.024,0.017,0.5,0.002,good
3937,20180806,102,동북권,111152,동대문구,26,0.031,0.022,0.4,0.004,normal
3938,20180806,102,동북권,111151,중랑구,27,0.025,0.021,0.4,0.005,good
3939,20180806,102,동북권,111142,성동구,28,0.022,0.019,0.2,0.004,good
3940,20180806,102,동북권,111141,광진구,27,0.022,0.02,0.5,0.005,good
3941,20180806,101,서북권,111201,마포구,29,0.03,0.01,0.3,0.002,good
3942,20180806,101,서북권,111191,서대문구,31,0.029,0.011,0.5,0.004,good
3943,20180806,101,서북권,111181,은평구,34,0.037000000000000005,0.011,0.4,0.004,bad
3944,20180806,100,도심권,111131,용산구,29,0.028,0.023,0.3,0.003,normal
3945,20180806,100,도심권,111123,종로구,28,0.031,0.021,0.4,0.004,good
3946,20180806,100,도심권,111121,중구,39,0.034,0.02,0.2,0.003,bad
3947,20180807,100,도심권,111131,용산구,14,0.034,0.02,0.4,0.003,good
3948,20180807,104,동남권,111274,강동구,25,0.029,0.023,0.3,0.003,better
3949,20180807,104,동남권,111273,송파구,19,0.034,0.015,0.6,0.003,good
3950,20180807,104,동남권,111262,서초구,17,0.033,0.021,0.2,0.003,good
3951,20180807,104,동남권,111261,강남구,19,0.026,0.023,0.4,0.005,better
3952,20180807,103,서남권,111301,양천구,20,0.029,0.02,0.4,0.003,better
3953,20180807,103,서남권,111281,금천구,23,0.034,0.019,0.3,0.003,good
3954,20180807,103,서남권,111251,관악구,21,0.032,0.022,0.3,0.003,good
3955,20180807,103,서남권,111241,동작구,21,0.034,0.018000000000000002,0.4,0.003,good
3956,20180807,103,서남권,111231,영등포구,23,0.028,0.021,0.5,0.004,better
3957,20180807,103,서남권,111221,구로구,18,0.041,0.017,0.2,0.003,good
3958,20180807,103,서남권,111212,강서구,15,0.031,0.018000000000000002,0.3,0.004,good
3959,20180807,100,도심권,111123,종로구,16,0.035,0.021,0.4,0.004,good
3960,20180807,102,동북권,111311,노원구,17,0.036000000000000004,0.011,0.3,0.005,good
3961,20180807,100,도심권,111121,중구,17,0.035,0.022,0.2,0.003,good
3962,20180807,102,동북권,111291,강북구,16,0.04,0.011,0.3,0.002,good
3963,20180807,102,동북권,111171,도봉구,20,0.04,0.011,0.6,0.005,good
3964,20180807,102,동북권,111161,성북구,24,0.03,0.017,0.5,0.002,good
3965,20180807,102,동북권,111152,동대문구,14,0.038,0.021,0.4,0.005,good
3966,20180807,102,동북권,111151,중랑구,13,0.035,0.017,0.4,0.005,good
3967,20180807,102,동북권,111142,성동구,16,0.025,0.016,0.3,0.005,better
3968,20180807,102,동북권,111141,광진구,19,0.033,0.015,0.5,0.005,good
3969,20180807,101,서북권,111201,마포구,16,0.034,0.012,0.4,0.002,good
3970,20180807,101,서북권,111191,서대문구,18,0.031,0.014,0.6,0.003,good
3971,20180807,101,서북권,111181,은평구,24,0.04,0.014,0.4,0.003,good
3972,20180808,100,도심권,111121,중구,30,0.03,0.014,0.2,0.003,normal
3973,20180808,104,동남권,111274,강동구,30,0.02,0.027000000000000003,0.3,0.003,good
3974,20180808,104,동남권,111273,송파구,26,0.023,0.018000000000000002,0.6,0.003,good
3975,20180808,104,동남권,111262,서초구,24,0.026,0.017,0.2,0.004,better
3976,20180808,104,동남권,111261,강남구,22,0.021,0.019,0.3,0.005,better
3977,20180808,103,서남권,111301,양천구,31,0.028,0.013,0.3,0.004,good
3978,20180808,103,서남권,111281,금천구,29,0.021,0.021,0.3,0.004,good
3979,20180808,103,서남권,111251,관악구,24,0.025,0.018000000000000002,0.2,0.004,better
3980,20180808,103,서남권,111241,동작구,28,0.025,0.016,0.3,0.004,better
3981,20180808,103,서남권,111231,영등포구,33,0.019,0.017,0.5,0.004,good
3982,20180808,103,서남권,111221,구로구,23,0.032,0.014,0.2,0.003,good
3983,20180808,103,서남권,111212,강서구,22,0.025,0.011,0.2,0.003,good
3984,20180808,102,동북권,111311,노원구,27,0.024,0.011,0.2,0.005,better
3985,20180808,102,동북권,111291,강북구,25,0.032,0.006999999999999999,0.2,0.002,good
3986,20180808,102,동북권,111171,도봉구,25,0.031,0.008,0.5,0.005,good
3987,20180808,102,동북권,111161,성북구,33,0.023,0.013,0.4,0.002,good
3988,20180808,102,동북권,111152,동대문구,21,0.028,0.016,0.3,0.005,good
3989,20180808,102,동북권,111151,중랑구,26,0.023,0.016,0.3,0.005,good
3990,20180808,102,동북권,111142,성동구,26,0.018000000000000002,0.015,0.2,0.005,good
3991,20180808,102,동북권,111141,광진구,29,0.021,0.016,0.4,0.005,good
3992,20180808,101,서북권,111201,마포구,23,0.024,0.01,0.3,0.002,good
3993,20180808,101,서북권,111191,서대문구,23,0.023,0.011,0.5,0.003,better
3994,20180808,101,서북권,111181,은평구,28,0.03,0.011,0.3,0.003,normal
3995,20180808,100,도심권,111131,용산구,25,0.022,0.019,0.3,0.003,good
3996,20180808,100,도심권,111123,종로구,24,0.025,0.018000000000000002,0.3,0.003,better
3997,20180809,100,도심권,111121,중구,28,0.026,0.017,0.2,0.004,good
3998,20180809,104,동남권,111274,강동구,25,0.017,0.028,0.4,0.003,better
3999,20180809,104,동남권,111273,송파구,25,0.015,0.022,0.6,0.003,good
4000,20180809,104,동남권,111262,서초구,23,0.02,0.025,0.2,0.003,better
4001,20180809,104,동남권,111261,강남구,22,0.016,0.024,0.4,0.005,better
4002,20180809,103,서남권,111301,양천구,25,0.019,0.021,0.3,0.005,better
4003,20180809,103,서남권,111281,금천구,29,0.019,0.022,0.3,0.003,good
4004,20180809,103,서남권,111251,관악구,27,0.021,0.026,0.3,0.004,better
4005,20180809,103,서남권,111241,동작구,29,0.021,0.02,0.3,0.003,good
4006,20180809,103,서남권,111231,영등포구,32,0.017,0.02,0.5,0.004,good
4007,20180809,103,서남권,111221,구로구,23,0.03,0.021,0.2,0.002,good
4008,20180809,103,서남권,111212,강서구,22,0.022,0.017,0.3,0.004,good
4009,20180809,102,동북권,111311,노원구,24,0.025,0.012,0.3,0.005,better
4010,20180809,102,동북권,111291,강북구,22,0.029,0.008,0.2,0.002,better
4011,20180809,102,동북권,111171,도봉구,21,0.029,0.01,0.6,0.005,good
4012,20180809,102,동북권,111161,성북구,26,0.018000000000000002,0.015,0.4,0.003,good
4013,20180809,102,동북권,111152,동대문구,18,0.023,0.021,0.3,0.005,good
4014,20180809,102,동북권,111151,중랑구,18,0.02,0.018000000000000002,0.4,0.005,better
4015,20180809,102,동북권,111142,성동구,24,0.015,0.017,0.3,0.005,good
4016,20180809,102,동북권,111141,광진구,25,0.017,0.019,0.5,0.005,good
4017,20180809,101,서북권,111201,마포구,21,0.022,0.013,0.3,0.003,better
4018,20180809,101,서북권,111191,서대문구,20,0.02,0.014,0.6,0.004,better
4019,20180809,101,서북권,111181,은평구,25,0.026,0.013,0.3,0.004,good
4020,20180809,100,도심권,111131,용산구,22,0.017,0.023,0.3,0.004,good
4021,20180809,100,도심권,111123,종로구,22,0.022,0.021,0.3,0.004,good
4022,20180810,102,동북권,111291,강북구,14,0.031,0.008,0.3,0.002,good
4023,20180810,104,동남권,111274,강동구,24,0.023,0.022,0.3,0.003,better
4024,20180810,104,동남권,111273,송파구,18,0.029,0.015,0.6,0.002,better
4025,20180810,104,동남권,111262,서초구,13,0.029,0.021,0.3,0.003,better
4026,20180810,104,동남권,111261,강남구,14,0.021,0.021,0.4,0.005,better
4027,20180810,103,서남권,111301,양천구,18,0.029,0.017,0.4,0.004,better
4028,20180810,103,서남권,111281,금천구,20,0.03,0.02,0.4,0.003,good
4029,20180810,103,서남권,111251,관악구,16,0.021,0.023,0.4,0.003,better
4030,20180810,103,서남권,111241,동작구,20,0.03,0.02,0.4,0.003,good
4031,20180810,103,서남권,111231,영등포구,23,0.027000000000000003,0.018000000000000002,0.5,0.004,better
4032,20180810,103,서남권,111221,구로구,12,0.041,0.015,0.3,0.002,good
4033,20180810,103,서남권,111212,강서구,16,0.028,0.017,0.4,0.003,better
4034,20180810,102,동북권,111311,노원구,17,0.026,0.01,0.3,0.005,better
4035,20180810,102,동북권,111171,도봉구,18,0.03,0.01,0.6,0.005,good
4036,20180810,102,동북권,111161,성북구,19,0.022,0.015,0.5,0.002,better
4037,20180810,102,동북권,111152,동대문구,11,0.03,0.02,0.4,0.004,good
4038,20180810,102,동북권,111151,중랑구,11,0.026,0.015,0.4,0.005,better
4039,20180810,102,동북권,111142,성동구,17,0.024,0.012,0.3,0.005,better
4040,20180810,102,동북권,111141,광진구,15,0.026,0.012,0.5,0.005,better
4041,20180810,101,서북권,111201,마포구,14,0.031,0.01,0.4,0.003,good
4042,20180810,101,서북권,111191,서대문구,15,0.026,0.013,0.6,0.003,better
4043,20180810,101,서북권,111181,은평구,19,0.029,0.012,0.4,0.003,better
4044,20180810,100,도심권,111131,용산구,12,0.03,0.018000000000000002,0.4,0.003,good
4045,20180810,100,도심권,111123,종로구,15,0.029,0.016,0.4,0.003,better
4046,20180810,100,도심권,111121,중구,17,0.032,0.016,0.3,0.003,good
4047,20180811,102,동북권,111311,노원구,11,0.03,0.009000000000000001,0.3,0.004,good
4048,20180811,104,동남권,111274,강동구,11,0.028,0.016,0.3,0.003,better
4049,20180811,104,동남권,111273,송파구,9,0.034,0.011,0.5,0.003,good
4050,20180811,104,동남권,111262,서초구,8,0.034,0.014,0.2,0.003,good
4051,20180811,104,동남권,111261,강남구,7,0.025,0.017,0.3,0.005,better
4052,20180811,103,서남권,111301,양천구,12,0.035,0.017,0.3,0.004,good
4053,20180811,103,서남권,111281,금천구,12,0.035,0.014,0.3,0.003,good
4054,20180811,103,서남권,111251,관악구,12,0.029,0.017,0.3,0.003,better
4055,20180811,103,서남권,111241,동작구,13,0.035,0.012,0.3,0.003,good
4056,20180811,103,서남권,111231,영등포구,16,0.04,0.015,0.4,0.004,good
4057,20180811,103,서남권,111221,구로구,7,0.045,0.011,0.2,0.003,good
4058,20180811,103,서남권,111212,강서구,9,0.039,0.017,0.3,0.003,good
4059,20180811,102,동북권,111291,강북구,8,0.035,0.013,0.3,0.002,good
4060,20180811,102,동북권,111171,도봉구,11,0.035,0.009000000000000001,0.6,0.005,good
4061,20180811,102,동북권,111161,성북구,11,0.026,0.017,0.4,0.002,better
4062,20180811,102,동북권,111152,동대문구,5,0.038,0.013,0.4,0.005,good
4063,20180811,102,동북권,111151,중랑구,5,0.032,0.012,0.3,0.005,good
4064,20180811,102,동북권,111142,성동구,13,0.026,0.011,0.3,0.005,better
4065,20180811,102,동북권,111141,광진구,9,0.03,0.009000000000000001,0.4,0.005,good
4066,20180811,101,서북권,111201,마포구,10,0.039,0.011,0.3,0.003,good
4067,20180811,101,서북권,111191,서대문구,9,0.034,0.013,0.5,0.002,good
4068,20180811,101,서북권,111181,은평구,14,0.042,0.012,0.3,0.003,good
4069,20180811,100,도심권,111131,용산구,6,0.037000000000000005,0.011,0.3,0.003,good
4070,20180811,100,도심권,111123,종로구,9,0.035,0.017,0.3,0.003,good
4071,20180811,100,도심권,111121,중구,10,0.032,0.024,0.2,0.002,good
4072,20180812,100,도심권,111131,용산구,10,0.038,0.01,0.3,0.002,good
4073,20180812,104,동남권,111274,강동구,12,0.029,0.014,0.3,0.003,better
4074,20180812,104,동남권,111273,송파구,14,0.034,0.01,0.5,0.003,good
4075,20180812,104,동남권,111262,서초구,14,0.038,0.011,0.2,0.003,good
4076,20180812,104,동남권,111261,강남구,10,0.029,0.012,0.3,0.005,better
4077,20180812,103,서남권,111301,양천구,15,0.037000000000000005,0.011,0.3,0.003,good
4078,20180812,103,서남권,111281,금천구,16,0.04,0.01,0.3,0.003,good
4079,20180812,103,서남권,111251,관악구,16,0.037000000000000005,0.013,0.3,0.003,good
4080,20180812,103,서남권,111241,동작구,17,0.04,0.009000000000000001,0.3,0.003,good
4081,20180812,103,서남권,111231,영등포구,20,0.046,0.011,0.4,0.005,good
4082,20180812,103,서남권,111221,구로구,12,0.048,0.008,0.2,0.003,good
4083,20180812,103,서남권,111212,강서구,12,0.042,0.011,0.3,0.003,good
4084,20180812,100,도심권,111123,종로구,14,0.038,0.014,0.3,0.003,good
4085,20180812,102,동북권,111311,노원구,17,0.032,0.008,0.3,0.005,good
4086,20180812,100,도심권,111121,중구,15,0.038,0.018000000000000002,0.2,0.003,good
4087,20180812,102,동북권,111291,강북구,12,0.04,0.01,0.3,0.002,good
4088,20180812,102,동북권,111171,도봉구,16,0.037000000000000005,0.009000000000000001,0.6,0.005,good
4089,20180812,102,동북권,111161,성북구,16,0.029,0.013,0.4,0.002,better
4090,20180812,102,동북권,111152,동대문구,9,0.04,0.011,0.4,0.004,good
4091,20180812,102,동북권,111151,중랑구,10,0.032,0.011,0.3,0.005,good
4092,20180812,102,동북권,111142,성동구,16,0.03,0.008,0.3,0.004,good
4093,20180812,102,동북권,111141,광진구,13,0.032,0.006999999999999999,0.4,0.006,good
4094,20180812,101,서북권,111201,마포구,12,0.044,0.006999999999999999,0.3,0.003,good
4095,20180812,101,서북권,111191,서대문구,13,0.037000000000000005,0.011,0.5,0.003,good
4096,20180812,101,서북권,111181,은평구,17,0.045,0.01,0.3,0.003,good
4097,20180813,102,동북권,111311,노원구,34,0.029,0.014,0.3,0.005,normal
4098,20180813,104,동남권,111274,강동구,39,0.025,0.025,0.3,0.003,normal
4099,20180813,104,동남권,111273,송파구,33,0.03,0.016,0.6,0.003,normal
4100,20180813,104,동남권,111262,서초구,29,0.031,0.021,0.2,0.004,good
4101,20180813,104,동남권,111261,강남구,30,0.024,0.022,0.3,0.006,good
4102,20180813,103,서남권,111301,양천구,33,0.027000000000000003,0.021,0.4,0.004,normal
4103,20180813,103,서남권,111281,금천구,33,0.032,0.017,0.3,0.004,normal
4104,20180813,103,서남권,111251,관악구,33,0.034,0.022,0.3,0.004,good
4105,20180813,103,서남권,111241,동작구,34,0.031,0.017,0.3,0.004,good
4106,20180813,103,서남권,111231,영등포구,42,0.025,0.019,0.5,0.004,bad
4107,20180813,103,서남권,111221,구로구,31,0.039,0.017,0.2,0.003,normal
4108,20180813,103,서남권,111212,강서구,28,0.03,0.019,0.3,0.004,normal
4109,20180813,102,동북권,111291,강북구,33,0.034,0.012,0.3,0.002,normal
4110,20180813,102,동북권,111171,도봉구,35,0.032,0.013,0.7,0.005,normal
4111,20180813,102,동북권,111161,성북구,34,0.027000000000000003,0.017,0.5,0.003,normal
4112,20180813,102,동북권,111152,동대문구,28,0.033,0.021,0.4,0.005,normal
4113,20180813,102,동북권,111151,중랑구,29,0.029,0.018000000000000002,0.4,0.005,normal
4114,20180813,102,동북권,111142,성동구,32,0.024,0.015,0.3,0.004,normal
4115,20180813,102,동북권,111141,광진구,33,0.03,0.014,0.5,0.006,normal
4116,20180813,101,서북권,111201,마포구,30,0.031,0.015,0.4,0.002,normal
4117,20180813,101,서북권,111191,서대문구,29,0.027000000000000003,0.015,0.5,0.004,normal
4118,20180813,101,서북권,111181,은평구,36,0.034,0.016,0.3,0.004,bad
4119,20180813,100,도심권,111131,용산구,31,0.028,0.022,0.4,0.004,bad
4120,20180813,100,도심권,111123,종로구,31,0.031,0.023,0.4,0.004,normal
4121,20180813,100,도심권,111121,중구,36,0.028,0.024,0.3,0.003,bad
4122,20180814,100,도심권,111121,중구,25,0.034,0.021,0.3,0.004,good
4123,20180814,104,동남권,111274,강동구,34,0.011,0.027000000000000003,0.3,0.003,good
4124,20180814,104,동남권,111273,송파구,29,0.032,0.018000000000000002,0.6,0.003,good
4125,20180814,104,동남권,111262,서초구,27,0.028,0.027000000000000003,0.3,0.004,better
4126,20180814,104,동남권,111261,강남구,27,0.022,0.027000000000000003,0.3,0.006,good
4127,20180814,103,서남권,111301,양천구,25,0.023,0.021,0.3,0.004,better
4128,20180814,103,서남권,111281,금천구,27,0.029,0.021,0.3,0.004,good
4129,20180814,103,서남권,111251,관악구,27,0.033,0.023,0.3,0.004,good
4130,20180814,103,서남권,111241,동작구,28,0.031,0.02,0.3,0.004,good
4131,20180814,103,서남권,111231,영등포구,36,0.025,0.018000000000000002,0.5,0.005,good
4132,20180814,103,서남권,111221,구로구,24,0.034,0.018000000000000002,0.2,0.005,good
4133,20180814,103,서남권,111212,강서구,24,0.025,0.02,0.3,0.004,better
4134,20180814,102,동북권,111311,노원구,27,0.026,0.016,0.3,0.005,good
4135,20180814,102,동북권,111291,강북구,23,0.036000000000000004,0.011,0.2,0.003,good
4136,20180814,102,동북권,111171,도봉구,29,0.033,0.015,0.6,0.006,good
4137,20180814,102,동북권,111161,성북구,31,0.024,0.019,0.4,0.003,good
4138,20180814,102,동북권,111152,동대문구,23,0.03,0.024,0.4,0.006,good
4139,20180814,102,동북권,111151,중랑구,24,0.025,0.022,0.3,0.006,good
4140,20180814,102,동북권,111142,성동구,27,0.025,0.016,0.3,0.005,normal
4141,20180814,102,동북권,111141,광진구,30,0.028,0.018000000000000002,0.4,0.006,good
4142,20180814,101,서북권,111201,마포구,25,0.029,0.013,0.3,0.003,good
4143,20180814,101,서북권,111191,서대문구,23,0.028,0.014,0.5,0.004,better
4144,20180814,101,서북권,111181,은평구,26,0.036000000000000004,0.012,0.2,0.004,good
4145,20180814,100,도심권,111131,용산구,25,0.028,0.024,0.3,0.004,good
4146,20180814,100,도심권,111123,종로구,24,0.028,0.024,0.4,0.004,good
4147,20180815,102,동북권,111291,강북구,28,0.044,0.01,0.3,0.002,good
4148,20180815,104,동남권,111274,강동구,37,0.03,0.021,0.3,0.003,normal
4149,20180815,104,동남권,111273,송파구,29,0.036000000000000004,0.015,0.5,0.003,good
4150,20180815,104,동남권,111262,서초구,28,0.043,0.019,0.2,0.003,good
4151,20180815,104,동남권,111261,강남구,25,0.031,0.02,0.3,0.005,good
4152,20180815,103,서남권,111301,양천구,30,0.04,0.022,0.3,0.003,good
4153,20180815,103,서남권,111281,금천구,32,0.045,0.018000000000000002,0.3,0.003,normal
4154,20180815,103,서남권,111251,관악구,32,0.044,0.024,0.3,0.003,good
4155,20180815,103,서남권,111241,동작구,33,0.042,0.02,0.4,0.003,good
4156,20180815,103,서남권,111231,영등포구,39,0.045,0.016,0.5,0.004,bad
4157,20180815,103,서남권,111221,구로구,28,0.03,0.024,0.3,0.002,good
